LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(micron),(micron),(micron),(micron),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(micron/sec),(quality),(micron),(micron),,(micron/sec),,(rad/sec)
Track_0,0,0,4,3,1,0,0,229,3555.0,0.0,3555.0,19.93770142406555,94.33950952829045,86.89117544267539,0.0,0.00621275080563068,0.013057829171465196,1.0198831439438756E-4,0.005478434931032455,0.006509060449189386,-1.0,20.417005923077816,19.93770142406555,0.9765242513609453,0.005608354830960774,0.902716849012818,3.027228821372419E-4
Track_1,1,1,2,1,0,0,0,207,3120.0,435.0,3555.0,11.32668107335723,116.82984513314769,82.89450837234534,0.0,0.0036303464978709073,0.0036303464978709073,0.0036303464978709073,0.0036303464978709073,NaN,-1.0,11.32668107335723,11.32668107335723,1.0,0.0036303464978709073,1.0,NaN
Track_2,2,2,4,3,1,0,0,136,3165.0,390.0,3555.0,13.634251126210268,134.59684692761488,101.89684362491454,0.0,0.003695418691619628,0.0048427669356243905,0.0028900207314402544,0.00335346840779424,0.001020295022013283,-1.0,17.489063350860864,13.634251126210268,0.779587268493664,0.004307820261045898,1.1657191296929514,6.255527521797304E-4
Track_3,3,3,2,1,0,0,0,190,2865.0,420.0,3285.0,3.314110237013319,82.02250828427333,113.19651143284766,0.0,0.001156757499830129,0.001156757499830129,0.001156757499830129,0.001156757499830129,NaN,-1.0,3.314110237013319,3.314110237013319,1.0,0.001156757499830129,1.0,NaN
Track_4,4,4,4,3,1,0,0,186,3495.0,60.0,3555.0,17.010832255006576,63.96483979378215,100.91584352583354,0.0,0.012273092054087335,0.019218005297612913,0.0016588012177591964,0.015942469646889893,0.009337004922265437,-1.0,28.913665127521483,17.010832255006576,0.5883319247138548,0.004867190917026202,0.3965741392288564,0.0010558224617130802
Track_5,5,5,2,1,0,0,0,139,2100.0,930.0,3030.0,1.6570551185066562,84.56584187448337,92.48650934113745,0.0,7.890738659555506E-4,7.890738659555506E-4,7.890738659555506E-4,7.890738659555506E-4,NaN,-1.0,1.6570551185066562,1.6570551185066562,1.0,7.890738659555506E-4,1.0,NaN
Track_6,6,6,4,3,1,0,0,104,3030.0,165.0,3195.0,3.9534944938420633,67.01684010203418,82.96717504635134,0.0,0.007903998632666285,0.01997415815927104,0.0010428348448188792,0.0026950028939089353,0.010485655824214056,-1.0,7.559628491452436,5.240068382921242,0.5229747068010316,0.0013047836613340144,0.16507893307844196,0.007066323619649776
Track_7,7,7,4,3,1,0,0,99,2445.0,0.0,2445.0,4.934917901765667,91.65084259006844,78.7525079540033,0.0,0.003181053278533683,0.004826714211902511,0.0019761535399705683,0.0027402920837279695,0.0014755090169925064,-1.0,11.59480898453976,4.934917901765667,0.42561442006899536,0.002018371329965508,0.6344978072470019,0.0012495690144980938
