LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID3688 ? ID3690,0,3688,3690,-1.0,NaN,0.007369143441368925,4.532023216441889,892.5,204.56172827645287,138.73077395500638,0.0,
ID3694 ? ID3696,1,3694,3696,-1.0,NaN,0.01635101665074522,19.621219980894267,1170.0,181.83519557846276,71.94917810658599,0.0,
ID3700 ? ID3702,2,3700,3702,-1.0,NaN,0.016132464045567757,25.89260479313625,1642.5,183.05986243985149,64.60117693825379,0.0,
ID3706 ? ID3708,3,3706,3708,-1.0,NaN,0.017472737021495606,7.07645849370572,907.5,222.24920200428977,92.21184799501717,0.0,
ID3712 ? ID3714,4,3712,3714,-1.0,NaN,0.008594153413254122,2.449333722777425,472.5,276.69121066056914,145.87452319404917,0.0,
ID3718 ? ID3720,5,3718,3720,-1.0,NaN,0.006747475820323236,1.113333510353334,742.5,293.94788007104626,95.44051517504191,0.0,
ID3724 ? ID3726,6,3724,3726,-1.0,NaN,0.02082913475019462,5.311429361299628,1552.5,184.3958626522755,99.67118251438468,0.0,
ID3729 ? ID3731,7,3729,3731,-1.0,NaN,0.00985193267150172,35.31917862733366,1792.5,119.48851899867452,119.71118570074518,0.0,
ID3735 ? ID3737,8,3735,3737,-1.0,NaN,0.002783333775883416,0.6680001062120198,1770.0,114.14451814897839,94.88384841986523,0.0,
ID3741 ? ID3743,9,3741,3743,-1.0,NaN,0.015362431269028835,2.995674097460623,1897.5,170.8131938259645,95.21784847297124,0.0,
ID3747 ? ID3749,10,3747,3749,-1.0,NaN,0.01808590120962344,12.479271834640175,2700.0,132.9598544739502,92.32318134605251,0.0,
ID3752 ? ID3755,11,3752,3755,-1.0,NaN,0.012615353987618993,19.30149160105706,2370.0,100.45051597163204,84.64118012461431,0.0,
ID3759 ? ID3761,12,3759,3761,-1.0,NaN,0.02528488210621999,21.99784743241139,2550.0,100.78451602473805,90.54184772948713,0.0,
ID3778 ? ID3783,14,3778,3783,-1.0,0.010471975511965976,0.01049660899857448,3.148982699572344,2925.0,143.31385612023644,141.75518920574177,0.0,
