LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID2636 ? ID2639,3,2636,2639,-1.0,NaN,0.0035055492439216487,2.4188289783059376,345.0,80.31484144513232,70.50484045432222,0.0,
ID2654 ? ID2657,4,2654,2657,-1.0,9.567368384556209E-4,0.03911495559285735,23.46897335571441,3255.0,76.46350772281428,86.70950875766039,0.0,
ID2651 ? ID2654,4,2651,2654,-1.0,NaN,0.0034909406882378167,6.597877900769474,2010.0,90.34284245796043,91.28750922003843,0.0,
ID2654 ? ID2661,4,2654,2661,-1.0,0.0011300479486137762,0.042339812985880784,22.22840181758741,3217.5,77.1175077888683,86.78217543166639,0.0,
ID2665 ? ID2668,5,2665,2668,-1.0,NaN,0.004370194411877022,7.669691192844174,877.5,75.08284091670028,138.9568473679749,0.0,
ID2672 ? ID2675,6,2672,2675,-1.0,NaN,0.005080389338297974,7.087143126925674,1012.5,34.53483682135185,112.28817800777264,0.0,
ID2680 ? ID2683,7,2680,2683,-1.0,NaN,0.005206385302837881,4.217172095298683,2145.0,29.3028362929198,118.53751197228871,0.0,
ID2688 ? ID2691,8,2688,2691,-1.0,NaN,0.011479932086626858,22.213668587622973,2587.5,59.386839331404104,85.83750866958837,0.0,
ID2695 ? ID2698,9,2695,2698,-1.0,NaN,0.009761870910864502,22.842777931422937,2385.0,59.3141726573981,88.09017556377441,0.0,
ID2703 ? ID2706,10,2703,2706,-1.0,NaN,0.003044924323313506,1.2331943509419698,457.5,77.6261745069103,39.258170631741905,0.0,
ID2711 ? ID2714,11,2711,2714,-1.0,NaN,0.005049316329143632,11.739660465258945,1387.5,122.75217906463675,57.13417243721809,0.0,
ID2714 ? ID2717,11,2714,2717,-1.0,1.9150225450382258E-4,0.021339698078689313,21.446396569082758,3052.5,108.2915109374426,49.140838296558,0.0,
ID2714 ? ID2721,11,2714,2721,-1.0,3.885788506504455E-5,0.022009763142304867,22.119811958016392,3052.5,107.20151082735259,50.448838428666015,0.0,
ID2778 ? ID2785,12,2778,2785,-1.0,5.811459918161222E-4,0.011821314537627128,12.767019700637299,3015.0,26.323502658673767,206.17352082352562,0.0,
ID2775 ? ID2778,12,2775,2778,-1.0,NaN,0.003907316111220535,9.553387891934207,1252.5,36.860170389543875,207.5541876296396,0.0,
ID2778 ? ID2781,12,2778,2781,-1.0,0.003593711962802348,0.009391945006429932,3.8037377276041227,2677.5,32.42750327517783,210.53352126388563,0.0,
ID2793 ? ID2800,13,2793,2800,-1.0,2.008444269077821E-4,0.007154610764799833,17.60034248140759,2325.0,34.026170103309845,206.9728542375916,0.0,
