LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID3331 ? ID3333,0,3331,3333,-1.0,5.632214459197611E-4,0.0016953502502878581,3.0770607042724625,2677.5,61.719833333333334,90.92963333333333,0.0,
ID3329 ? ID3331,0,3329,3331,-1.0,NaN,8.383141762452226E-4,0.7293333333333436,1335.0,60.40703333333334,92.09656666666666,0.0,
ID3331 ? ID3336,0,3331,3336,-1.0,3.642111123144269E-4,0.0027489849367679457,4.989407660233821,2677.5,61.93863333333333,89.7627,0.0,
ID3339 ? ID3341,1,3339,3341,-1.0,NaN,0.0026422831154528418,2.338420557175765,1282.5,78.7133,106.90203333333334,0.0,
ID3341 ? ID3343,1,3341,3343,-1.0,0.0012630506373344649,0.0019994004831077124,3.7188848985803453,2655.0,80.0261,106.68323333333333,0.0,
ID3341 ? ID3346,1,3341,3346,-1.0,9.75406660324621E-4,0.0015625659911553695,2.9063727435489874,2655.0,80.17196666666666,107.63136666666666,0.0,
ID3350 ? ID3352,2,3350,3352,-1.0,NaN,9.413040134433291E-4,2.047336229239241,2497.5,27.149433333333334,113.24723333333334,0.0,
ID3358 ? ID3363,3,3358,3363,-1.0,0.0013700600180949231,0.0016586277114078736,3.0352887118764085,2670.0,50.19636666666666,113.97656666666666,0.0,
ID3358 ? ID3360,3,3358,3360,-1.0,0.0016135819049561016,0.0022838971755763117,4.179531831304651,2670.0,51.144499999999994,114.19536666666666,0.0,
ID3356 ? ID3358,3,3356,3358,-1.0,NaN,0.002306354506816144,1.3838127040896866,1455.0,49.97756666666666,114.99763333333331,0.0,
ID3369 ? ID3371,4,3369,3371,-1.0,0.0012706211407643277,0.0013154014853575082,2.5847639187275036,2602.5,54.93703333333333,144.17096666666666,0.0,
ID3367 ? ID3369,4,3367,3369,-1.0,NaN,0.00251774817437776,1.2462853463169912,1372.5,54.28063333333333,144.75443333333334,0.0,
ID3369 ? ID3374,4,3369,3374,-1.0,3.587415532478332E-4,7.642693383708111E-4,1.5017892498986438,2602.5,53.332499999999996,143.87923333333333,0.0,
