LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID3596 ? ID3598,23,3596,3598,-1.0,NaN,6.251109645398799E-4,0.4125732365963208,1665.0,192.5987,163.57123333333334,0.0,
ID3607 ? ID3609,24,3607,3609,-1.0,NaN,0.002130402301396555,1.2462853463169845,397.5,206.89363333333336,144.38976666666667,0.0,
ID3609 ? ID3614,24,3609,3614,-1.0,8.329521940332002E-4,0.0024151004402349087,3.4052916207312216,1395.0,208.6440333333333,143.3687,0.0,
ID3609 ? ID3611,24,3609,3611,-1.0,7.851576702984064E-4,0.004274471863473033,5.514068703880212,1335.0,209.6651,142.93110000000001,0.0,
ID3618 ? ID3620,25,3618,3620,-1.0,NaN,0.002309910953811946,4.9894076602338036,2490.0,182.89856666666668,133.5956333333333,0.0,
ID3676 ? ID3678,26,3676,3678,-1.0,NaN,0.0024577081026917105,3.5759652894164384,1612.5,89.1063,173.38076666666666,0.0,
ID3682 ? ID3684,27,3682,3684,-1.0,NaN,0.004060845984676536,2.1928568317253294,2310.0,72.55043333333333,167.69196666666664,0.0,
ID3688 ? ID3690,28,3688,3690,-1.0,NaN,0.006330775514983468,1.8042710217702882,1327.5,60.07883333333334,160.39863333333335,0.0,
ID3690 ? ID3692,28,3690,3692,-1.0,3.2729518918921135E-4,0.003175700251078035,1.7625136393483096,1747.5,61.756299999999996,159.81516666666667,0.0,
ID3690 ? ID3695,28,3690,3695,-1.0,2.9005022637463933E-4,0.007087845969956389,8.505415163947667,2070.0,65.18416666666667,160.61743333333334,0.0,
ID3699 ? ID3701,29,3699,3701,-1.0,NaN,0.005357345216816908,5.544852299405499,1957.5,88.37696666666668,173.6725,0.0,
ID3731 ? ID3733,30,3731,3733,-1.0,NaN,0.004957384596021695,4.833449981121153,487.5,20.14783333333333,126.81283333333334,0.0,
ID3733 ? ID3735,30,3733,3735,-1.0,9.618824774400238E-4,0.0016293898781508896,4.252707581973822,2280.0,21.460633333333334,126.22936666666666,0.0,
ID3733 ? ID3738,30,3733,3738,-1.0,0.0010417139076038936,0.0017143929139509246,4.474565505411913,2280.0,21.095966666666666,126.5211,0.0,
ID3742 ? ID3744,31,3742,3744,-1.0,NaN,0.004237937241374741,4.831248455167205,2175.0,39.5481,129.51136666666667,0.0,
ID3748 ? ID3750,32,3748,3750,-1.0,NaN,0.008105920951655184,4.985141385267938,2212.5,51.72796666666667,142.34763333333333,0.0,
ID3754 ? ID3756,33,3754,3756,-1.0,NaN,0.039200488785060376,1.1760146635518114,825.0,28.753966666666667,111.8615,0.0,
ID3756 ? ID3761,33,3756,3761,-1.0,0.002014815802615082,0.0022353212720780443,3.118273174548872,1537.5,29.775033333333333,111.8615,0.0,
ID3756 ? ID3758,33,3756,3758,-1.0,0.0012443072900264259,0.00269966730196462,3.199105752828075,1432.5,28.899833333333333,113.61189999999999,0.0,
ID3765 ? ID3767,34,3765,3767,-1.0,NaN,0.0019233849160413994,3.837152907502592,2587.5,66.02289999999999,106.75616666666667,0.0,
ID3827 ? ID3829,35,3827,3829,-1.0,NaN,0.005966087340549239,4.474565505411929,1725.0,76.37943333333334,60.47996666666667,0.0,
ID3833 ? ID3835,36,3833,3835,-1.0,NaN,0.002490857456635822,2.8769403624143743,2452.5,102.1249,107.52196666666666,0.0,
ID3839 ? ID3841,37,3839,3841,-1.0,NaN,0.005039678736576249,4.762496406064556,1657.5,104.89636666666667,116.05516666666668,0.0,
ID3841 ? ID3846,37,3841,3846,-1.0,0.0011497158490337913,0.0035646752165898066,3.261677823179673,2587.5,106.42796666666666,119.1913,0.0,
ID3841 ? ID3843,37,3841,3843,-1.0,5.138225070095966E-4,4.1027394002259276E-4,0.32616778231796123,2527.5,106.79263333333333,117.73263333333334,0.0,
