LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID2986 ? ID2992,0,2986,2992,-1.0,0.011635528346628864,0.004986656511270358,1.3463972580429968,1785.0,148.21252356579123,245.32303900636322,0.0,
ID2984 ? ID2986,0,2984,2986,-1.0,NaN,0.0013440826849052483,2.1774139495465024,840.0,148.29602357906774,246.15803913912822,0.0,
ID2986 ? ID2988,0,2986,2988,-1.0,0.017453292519943295,0.012481975406085831,2.2467555730954496,1740.0,148.04552353923822,244.48803887359819,0.0,
ID2996 ? ID2998,1,2996,2998,-1.0,NaN,5.566667551766803E-4,0.8350001327650205,1395.0,129.59202060513127,244.23753883376867,0.0,
ID2998 ? ID3003,1,2998,3003,-1.0,0.005983986006837702,0.005636662876217552,2.959248010014215,2407.5,127.92202033960123,244.9890389532572,0.0,
ID2998 ? ID3000,1,2998,3000,-1.0,0.006544984694978735,0.005985785616723743,2.8731770960273963,2385.0,128.50652043253675,245.74053907274572,0.0,
ID3009 ? ID3011,2,3009,3011,-1.0,0.0020943951023931952,0.0038309027947031897,5.746354192054785,2385.0,117.31751865348548,266.1145423122122,0.0,
ID3009 ? ID3014,2,3009,3014,-1.0,0.001623562094878446,0.0062025565679631285,12.001946959008654,2602.5,110.5540175780888,265.27954217944716,0.0,
ID3007 ? ID3009,2,3007,3009,-1.0,NaN,0.0011982630024690412,1.2042543174813864,1132.5,116.14851846761444,268.1185426308483,0.0,
ID3021 ? ID3026,3,3021,3026,-1.0,0.005108280737544379,0.007081020974134967,4.354827899093005,2062.5,50.016507952624764,345.9405550045483,0.0,
ID3021 ? ID3023,3,3021,3023,-1.0,0.0017309050433001614,0.006839211778349795,12.413169377704877,2662.5,46.59300740828817,343.60255463280623,0.0,
ID3019 ? ID3021,3,3019,3021,-1.0,NaN,7.695055476471942E-4,1.304311903261994,907.5,50.76800807211328,348.27855537629034,0.0,
ID3029 ? ID3031,4,3029,3031,-1.0,NaN,0.0022633313153176213,5.431995156762291,2370.0,78.32301245335898,302.93804816714965,0.0,
ID3035 ? ID3037,5,3035,3037,-1.0,NaN,0.0031489826995723543,0.9446948098717063,1095.0,192.6345306288904,246.90953925861675,0.0,
