Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID76,76,4,-1,76.999,93.920,0,3285,219,5,1,-10921639,95.406,96,54,142,645802,11.736,19.000,0.005,0.086
ID84,84,4,-1,65.914,99.463,0,3435,229,5,1,-10921639,89.807,89,55,139,607902,10.502,19.000,4.125E-4,0.007
ID88,88,4,-1,66.351,99.900,0,3495,233,5,1,-10921639,91.125,91,50,132,616822,11.151,17.940,0.002,0.028
ID93,93,5,-1,53.807,101.359,0,900,60,5,1,-10921639,79.347,79,43,115,537103,9.011,16.025,-0.002,-0.041
ID96,96,5,-1,53.369,101.797,0,990,66,5,1,-10921639,79.526,79,48,109,538313,8.617,14.229,-0.005,-0.102
ID99,99,5,-1,52.640,101.505,0,3375,225,5,1,-10921639,82.089,82,47,129,555663,9.602,19.000,-0.002,-0.033
ID103,103,5,-1,55.557,103.110,0,3585,239,5,1,-10921639,83.244,83,44,132,563480,11.552,17.877,2.374E-4,0.003
ID108,108,6,-1,95.233,108.215,0,1755,117,5,1,-10921639,103.996,104,70,142,703950,9.274,14.864,0.008,0.184
ID111,111,6,-1,92.170,108.215,0,2445,163,5,1,-10921639,101.750,101,64,137,688746,9.508,16.029,0.013,0.276
ID116,116,7,-1,95.087,98.588,0,2190,146,5,1,-10921639,97.910,98,68,141,662752,9.419,17.305,-0.006,-0.124
ID119,119,7,-1,92.461,103.547,0,3585,239,5,1,-10921639,96.767,97,57,137,655018,11.399,19.000,-0.011,-0.183
ID124,124,8,-1,53.661,136.221,0,1140,76,5,1,-10921639,90.787,91,53,136,614534,10.169,16.131,0.004,0.066
ID127,127,8,-1,57.016,135.200,0,1635,109,5,1,-10921639,94.595,94,52,137,640313,11.067,6.728,0.011,0.190
ID130,130,8,-1,56.286,137.096,0,1755,117,5,1,-10921639,95.334,95,62,136,645317,10.643,8.309,0.016,0.278
ID134,134,8,-1,60.371,135.346,0,2040,136,5,1,-10921639,96.306,96,60,137,651897,10.428,4.977,0.004,0.065
ID144,144,9,-1,95.670,61.829,0,720,48,5,1,-10921639,107.514,107,70,153,727763,9.642,19.000,-0.009,-0.203
ID147,147,9,-1,95.962,59.641,0,1650,110,5,1,-10921639,107.475,107,77,142,727501,9.364,14.450,-0.017,-0.398
ID150,150,9,-1,95.233,60.371,0,1890,126,5,1,-10921639,106.303,106,72,150,719563,10.420,4.806,-0.017,-0.346
ID154,154,9,-1,96.546,59.204,0,1995,133,5,1,-10921639,109.128,108,73,154,738690,11.604,6.207,0.001,0.024
ID159,159,10,-1,105.443,58.037,0,1155,77,5,1,-10921639,111.828,111,78,150,756963,10.981,16.562,0.005,0.105
ID162,162,10,-1,105.298,58.620,0,1365,91,5,1,-10921639,113.459,113,80,151,768006,10.831,16.139,0.005,0.107
ID169,169,10,-1,101.067,59.204,0,3585,239,5,1,-10921639,110.558,110,76,151,748370,10.759,10.932,-0.004,-0.073
ID165,165,10,-1,103.255,58.912,0,3585,239,5,1,-10921639,110.887,110,76,155,750593,11.487,16.979,-0.004,-0.087
ID174,174,11,-1,81.230,43.158,0,2010,134,5,1,-10921639,70.078,70,39,103,474361,9.732,1.000,-0.081,-1.275
ID177,177,11,-1,79.917,40.679,0,2445,163,5,1,-10921639,75.799,74,39,119,513084,14.145,1.000,-0.019,-0.205
ID180,180,11,-1,81.521,41.554,0,3300,220,5,1,-10921639,84.809,87,43,129,574073,15.982,4.721,0.014,0.150
ID184,184,11,-1,79.187,47.097,0,3450,230,5,1,-10921639,77.252,77,40,120,522917,13.536,16.957,-0.065,-0.795
ID189,189,12,-1,93.774,53.369,0,1650,110,5,1,-10921639,108.849,108,73,158,736800,10.281,10.706,0.035,0.724
ID192,192,12,-1,94.358,56.286,0,2175,145,5,1,-10921639,107.612,107,69,160,728426,11.676,19.000,0.002,0.035
ID197,197,13,-1,122.947,127.323,0,225,15,5,1,-10921639,122.709,123,91,155,830615,9.059,19.000,-0.012,-0.333
ID200,200,13,-1,122.510,125.427,0,375,25,5,1,-10921639,123.057,123,91,161,832975,9.501,15.857,-0.010,-0.266
ID203,203,13,-1,122.510,123.823,0,1560,104,5,1,-10921639,128.717,128,91,178,871282,12.504,5.291,0.002,0.049
ID207,207,13,-1,124.844,123.677,0,1590,106,5,1,-10921639,125.883,125,91,177,852102,11.069,12.175,-0.011,-0.256
ID212,212,14,-1,114.050,136.367,0,1215,81,5,1,-10921639,122.213,122,84,161,827263,10.924,16.241,-0.021,-0.473
ID215,215,14,-1,115.071,136.221,0,1530,102,5,1,-10921639,121.921,122,88,156,825282,9.787,16.887,-0.023,-0.590
ID218,218,14,-1,118.571,133.887,0,2505,167,5,1,-10921639,122.789,122,72,181,831157,13.480,19.000,-0.015,-0.271
ID222,222,14,-1,118.571,136.221,0,2565,171,5,1,-10921639,123.078,122,81,183,833114,15.139,10.003,-0.013,-0.222
ID338,338,15,-1,181.075,119.848,0,270,18,5,1,-10921639,126.412,126,67,172,855684,10.800,19.000,0.014,0.329
ID341,341,15,-1,179.325,116.785,0,735,49,5,1,-10921639,127.691,128,88,179,864342,11.629,13.987,0.014,0.300
ID344,344,15,-1,178.741,115.763,0,2925,195,5,1,-10921639,132.482,132,90,179,896769,12.516,15.173,0.012,0.261
ID348,348,15,-1,178.158,119.556,0,3585,239,5,1,-10921639,131.935,132,96,169,893071,10.630,19.000,0.009,0.218
ID353,353,16,-1,162.258,103.511,0,990,66,5,1,-10921639,115.111,115,80,175,779184,9.889,17.328,-0.011,-0.261
ID356,356,16,-1,161.967,104.386,0,1005,67,5,1,-10921639,116.005,116,81,166,785239,9.907,19.000,-0.011,-0.256
ID359,359,16,-1,162.113,110.221,0,1800,120,5,1,-10921639,126.486,126,89,168,856184,11.937,19.000,7.200E-4,0.015
ID363,363,16,-1,161.383,108.470,0,1965,131,5,1,-10921639,125.571,125,95,168,849988,10.988,5.107,0.012,0.261
ID390,390,17,-1,228.701,129.913,0,195,13,5,1,-10921639,114.597,114,76,175,775704,10.030,17.918,0.007,0.148
ID393,393,17,-1,233.186,129.147,0,1620,108,5,1,-10921639,115.173,115,71,158,779607,11.612,17.477,0.021,0.406
ID398,398,18,-1,221.480,142.056,0,105,7,5,1,-10921639,111.579,111,79,154,755277,8.472,17.937,0.008,0.221
ID401,401,18,-1,223.231,140.306,0,1035,69,5,1,-10921639,110.729,110,78,142,749527,9.436,15.658,0.014,0.318
ID404,404,18,-1,226.513,138.555,0,1665,111,5,1,-10921639,113.061,113,79,157,765312,10.042,15.198,0.010,0.223
ID408,408,18,-1,227.935,139.102,0,1710,114,5,1,-10921639,111.145,111,78,150,752342,10.159,19.000,0.006,0.134
ID414,414,19,-1,204.852,83.418,0,540,36,5,1,-10921639,100.464,100,65,137,680040,9.953,17.623,0.005,0.104
ID417,417,19,-1,204.961,83.746,0,630,42,5,1,-10921639,99.862,100,65,140,675967,9.655,16.689,0.006,0.122
ID420,420,19,-1,205.289,81.339,0,1275,85,5,1,-10921639,102.256,101,69,143,692171,10.531,3.081,0.011,0.215
ID424,424,19,-1,206.493,82.324,0,1350,90,5,1,-10921639,104.070,103,65,162,704452,13.679,8.789,0.021,0.308
ID457,457,20,-1,175.751,86.590,0,675,45,5,1,-10921639,105.052,105,69,141,711095,9.397,8.603,0.012,0.276
ID460,460,20,-1,175.204,83.636,0,915,61,5,1,-10921639,101.331,102,66,133,685911,10.415,19.000,0.003,0.050
ID472,472,20,-1,175.751,82.105,0,2040,136,5,1,-10921639,108.254,107,69,153,732771,13.895,4.796,0.038,0.575
ID463,463,20,-1,175.970,81.667,0,2040,136,5,1,-10921639,107.962,107,69,153,730798,14.112,4.683,0.038,0.567
ID477,477,21,-1,163.389,90.310,0,2010,134,5,1,-10921639,108.826,109,66,145,736640,11.010,11.573,0.011,0.223
ID480,480,21,-1,163.498,89.216,0,2205,147,5,1,-10921639,108.040,108,67,146,731326,11.753,17.078,0.012,0.217
ID529,529,22,-1,172.907,150.261,0,1440,96,5,1,-10921639,112.433,112,79,150,761061,10.025,9.624,-0.002,-0.039
ID532,532,22,-1,174.985,150.699,0,1980,132,5,1,-10921639,112.731,113,73,161,763073,11.919,10.156,0.006,0.117
ID540,540,23,-1,174.220,152.887,0,1485,99,5,1,-10921639,110.029,110,79,162,744785,9.623,14.744,-0.009,-0.205
ID543,543,23,-1,174.329,154.199,0,1725,115,5,1,-10921639,109.447,109,68,167,740846,11.409,15.081,-0.011,-0.209
ID548,548,24,-1,177.502,152.340,0,300,20,5,1,-10921639,101.853,102,72,154,689441,9.379,1.000,-0.022,-0.496
ID551,551,24,-1,180.346,150.370,0,1995,133,5,1,-10921639,104.648,104,65,146,708365,11.503,4.646,-0.012,-0.223
ID556,556,25,-1,204.852,142.822,0,0,0,5,1,-10921639,98.185,98,58,134,664611,8.871,17.915,-0.020,-0.461
ID559,559,25,-1,207.040,144.463,0,675,45,5,1,-10921639,102.217,102,63,142,691906,10.669,19.000,-0.004,-0.077
ID562,562,25,-1,208.571,142.384,0,1965,131,5,1,-10921639,102.502,102,70,156,693834,11.271,15.997,-0.007,-0.136
ID566,566,25,-1,212.619,139.868,0,2115,141,5,1,-10921639,107.225,107,67,151,725809,10.980,13.037,0.005,0.088
ID571,571,26,-1,173.016,130.350,0,1845,123,5,1,-10921639,129.344,129,88,173,875527,9.803,17.913,0.003,0.086
ID574,574,26,-1,174.438,130.897,0,3000,200,5,1,-10921639,124.099,124,80,174,840027,13.908,17.681,-0.006,-0.102
ID677,677,27,-1,87.903,174.220,0,885,59,5,1,-10921639,109.503,110,64,148,741224,11.402,19.000,-0.011,-0.217
ID680,680,27,-1,89.653,173.563,0,1995,133,5,1,-10921639,113.535,114,72,157,768517,11.238,2.000,-0.009,-0.186
ID683,683,27,-1,92.170,173.782,0,2400,160,5,1,-10921639,114.834,116,66,150,777309,11.255,3.877,-0.007,-0.136
ID687,687,27,-1,92.170,173.891,0,2400,160,5,1,-10921639,115.170,116,66,150,779587,11.071,3.670,-0.005,-0.104
ID692,692,28,-1,86.043,174.876,0,1440,96,5,1,-10921639,112.233,113,70,178,759708,11.917,4.621,-0.007,-0.123
ID695,695,28,-1,91.404,173.235,0,2370,158,5,1,-10921639,113.350,115,62,152,767266,12.454,19.000,-0.012,-0.229
ID700,700,29,-1,121.270,159.888,0,120,8,5,1,-10921639,123.349,123,84,175,834947,8.637,15.018,0.013,0.362
ID703,703,29,-1,121.489,157.481,0,1515,101,5,1,-10921639,126.355,126,90,158,855295,8.400,18.358,0.012,0.343
ID706,706,29,-1,124.333,156.059,0,2805,187,5,1,-10921639,125.991,126,95,168,852835,9.682,19.000,0.010,0.269
ID710,710,29,-1,125.646,163.061,0,3585,239,5,1,-10921639,120.253,120,83,161,813994,10.800,19.000,0.008,0.185
ID715,715,30,-1,108.798,158.357,0,360,24,5,1,-10921639,125.618,126,86,172,850311,10.253,18.170,0.007,0.165
ID718,718,30,-1,107.814,156.497,0,1515,101,5,1,-10921639,127.230,127,93,170,861217,9.857,19.000,0.005,0.130
ID721,721,30,-1,110.768,158.028,0,2715,181,5,1,-10921639,124.566,124,86,175,843190,12.078,19.000,-0.010,-0.211
ID725,725,30,-1,109.674,156.169,0,3165,211,5,1,-10921639,127.419,128,79,174,862499,12.102,19.000,-0.005,-0.098
ID730,730,31,-1,60.772,160.107,0,1185,79,5,1,-10921639,101.436,101,62,139,686620,10.055,16.894,0.006,0.115
ID733,733,31,-1,61.209,159.888,0,1455,97,5,1,-10921639,102.597,102,70,144,694482,9.456,17.907,0.004,0.088
ID736,736,31,-1,62.632,159.341,0,2040,136,5,1,-10921639,103.711,103,59,145,702019,11.203,5.335,0.008,0.152
ID740,740,31,-1,70.399,160.873,0,2730,182,5,1,-10921639,109.560,109,73,163,741609,13.112,8.139,0.013,0.219
ID1044,1044,32,-1,174.220,137.461,0,855,57,5,1,-10921639,117.491,117,83,157,795299,10.950,16.765,-0.002,-0.046
ID1047,1047,32,-1,178.486,135.164,0,2100,140,5,1,-10921639,116.608,116,81,154,789319,10.801,16.146,-0.003,-0.067
ID1054,1054,32,-1,177.283,132.319,0,2910,194,5,1,-10921639,116.548,116,72,181,788911,13.690,18.278,-0.019,-0.337
ID1050,1050,32,-1,178.486,133.960,0,3285,219,5,1,-10921639,114.718,115,61,165,776524,14.118,15.632,-0.018,-0.305
ID1060,1060,33,-1,174.767,145.885,0,1020,68,5,1,-10921639,108.398,109,70,147,733745,11.073,14.036,-0.004,-0.085
ID1063,1063,33,-1,181.768,142.712,0,3030,202,5,1,-10921639,102.179,101,59,162,691652,13.787,8.252,-0.011,-0.163
ID1068,1068,34,-1,168.203,133.742,0,1860,124,5,1,-10921639,132.784,132,96,171,898814,9.751,19.000,0.008,0.220
ID1071,1071,34,-1,167.874,134.945,0,2100,140,5,1,-10921639,131.808,131,96,193,892210,11.441,18.010,0.013,0.296
ID1074,1074,34,-1,169.953,137.680,0,3585,239,5,1,-10921639,127.698,127,85,186,864387,11.974,13.744,0.005,0.106
ID1078,1078,34,-1,167.656,137.680,0,3585,239,5,1,-10921639,131.094,130,85,186,887372,12.368,13.122,0.011,0.227
ID1083,1083,35,-1,157.810,136.367,0,1065,71,5,1,-10921639,131.458,131,98,170,889841,9.597,9.912,0.010,0.283
ID1086,1086,35,-1,162.404,135.930,0,1590,106,5,1,-10921639,135.438,135,107,169,916778,8.914,13.031,0.016,0.492
ID1089,1089,35,-1,166.999,139.102,0,3585,239,5,1,-10921639,131.779,131,85,186,892012,12.796,13.439,0.017,0.354
ID1093,1093,35,-1,167.218,135.820,0,3585,239,5,1,-10921639,133.146,133,85,186,901267,11.658,19.000,0.009,0.196
ID1098,1098,36,-1,192.708,163.389,0,1335,89,5,1,-10921639,104.567,105,74,139,707816,9.061,19.000,-0.008,-0.177
ID1101,1101,36,-1,191.833,163.389,0,1995,133,5,1,-10921639,107.969,108,78,140,730840,8.456,19.000,-8.455E-4,-0.022
ID1104,1104,36,-1,192.380,164.811,0,3585,239,5,1,-10921639,104.616,105,69,149,708149,10.173,11.285,-0.003,-0.068
ID1108,1108,36,-1,188.223,169.844,0,3585,239,5,1,-10921639,109.408,109,74,147,740583,9.176,19.000,-0.003,-0.069
ID1113,1113,37,-1,179.471,140.306,0,165,11,5,1,-10921639,107.726,108,73,147,729197,10.584,19.000,-0.014,-0.294
ID1116,1116,37,-1,181.878,139.102,0,1035,69,5,1,-10921639,102.932,103,61,142,696744,11.298,1.000,-0.016,-0.298
ID1119,1119,37,-1,187.238,140.634,0,2370,158,5,1,-10921639,95.544,95,47,147,646736,12.496,1.000,-0.048,-0.772
ID1123,1123,37,-1,183.409,138.774,0,2430,162,5,1,-10921639,107.815,108,68,154,729798,12.363,4.544,0.003,0.047
ID1128,1128,38,-1,183.081,130.241,0,1395,93,5,1,-10921639,119.280,119,77,160,807404,9.730,8.468,0.019,0.451
ID1131,1131,38,-1,182.206,134.945,0,3585,239,5,1,-10921639,118.761,118,76,172,803891,12.700,6.662,0.018,0.328
