LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID3545 ? ID3547,0,3545,3547,-1.0,NaN,0.0071708313743846595,24.309118359163996,1890.0,72.4659065943975,167.06506520292095,0.0,
ID3552 ? ID3554,1,3552,3554,-1.0,NaN,0.011541148372201396,2.942992834911356,277.5,42.954903908896256,157.33736431770018,0.0,
ID3554 ? ID3556,1,3554,3556,-1.0,9.879222181099977E-4,0.0059258958339031805,18.844348751812113,1995.0,38.36430349115162,166.73716517308205,0.0,
ID3554 ? ID3559,1,3554,3559,-1.0,9.879222181099977E-4,0.007687219222212324,24.44535712663519,1995.0,38.036403461312716,169.57896543168587,0.0,
ID3563 ? ID3565,2,3563,3565,-1.0,NaN,0.0042850634583467715,8.227321840025802,960.0,60.2243054804118,159.46871451165305,0.0,
ID3569 ? ID3571,3,3569,3571,-1.0,NaN,0.006713559113955973,23.463889103276127,1837.5,87.93185800179909,204.60961861947533,0.0,
ID3575 ? ID3577,4,3575,3577,-1.0,NaN,0.006578084898943098,17.168801586241486,1995.0,88.09580801671854,206.57701879850873,0.0,
ID3581 ? ID3583,5,3581,3583,-1.0,NaN,0.009506842194996963,10.837800102296537,2595.0,103.88965945395901,154.93276409888153,0.0,
ID3587 ? ID3589,6,3587,3589,-1.0,NaN,0.011199950156497246,16.967924487093327,2437.5,103.45245941417382,164.55116497415602,0.0,
ID3593 ? ID3595,7,3593,3595,-1.0,NaN,0.010867013315293998,10.595337982411648,2347.5,92.24920839467798,162.25586476528372,0.0,
ID3595 ? ID3600,7,3595,3600,-1.0,0.0041887902047863905,0.010314174005890105,7.735630504417578,3210.0,89.8992581808325,169.4150154167664,0.0,
ID3595 ? ID3597,7,3595,3597,-1.0,0.0041887902047863905,0.01026773909143774,7.700804318578306,3210.0,87.9318580017991,169.68826544163215,0.0,
ID3605 ? ID3607,8,3605,3607,-1.0,0.005511566058929462,0.004900066076335634,2.793037663511311,3300.0,88.20510802666485,167.17436521286726,0.0,
ID3603 ? ID3605,8,3603,3605,-1.0,NaN,0.005467337144487818,16.48402149063077,1507.5,93.01430846430208,159.85126454646507,0.0,
