LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID2005 ? ID2008,0,2005,2008,-1.0,3.9199951953934213E-4,1.0198831439438756E-4,0.14533334801200226,817.5,98.6631766316475,85.87384200659137,0.0,
ID2001 ? ID2005,0,2001,2005,-1.0,NaN,0.013057829171465196,1.3710720630038455,52.5,99.31717669770151,86.23717537662138,0.0,
ID2005 ? ID2012,0,2005,2012,-1.0,2.1344624473514166E-4,0.005478434931032455,18.90060051206197,1830.0,89.43450903288542,87.54517550872939,0.0,
ID2017 ? ID2020,1,2017,2020,-1.0,NaN,0.0036303464978709073,11.32668107335723,1995.0,116.82984513314769,82.89450837234534,0.0,
ID2028 ? ID2031,2,2028,2031,-1.0,0.0011674569733153258,0.0028900207314402544,3.8148273655011358,2160.0,135.4325136786839,100.55251015580353,0.0,
ID2028 ? ID2035,2,2028,2035,-1.0,8.364853104413505E-5,0.0048427669356243905,9.951886052708122,2527.5,132.30784669642588,104.40384387812156,0.0,
ID2025 ? ID2028,2,2025,2028,-1.0,NaN,0.00335346840779424,3.722349932651606,945.0,138.12118061690592,100.84317685182754,0.0,
ID2040 ? ID2043,3,2040,2043,-1.0,NaN,0.001156757499830129,3.314110237013319,1852.5,82.02250828427333,113.19651143284766,0.0,
ID2047 ? ID2050,4,2047,2050,-1.0,NaN,0.0016588012177591964,4.652937415814546,1462.5,69.5238403552412,96.70117643348549,0.0,
ID2050 ? ID2053,4,2050,2053,-1.0,0.0010523598405903381,0.015942469646889893,11.000304056354027,3210.0,63.20183971671914,100.55251015580353,0.0,
ID2050 ? ID2057,4,2050,2057,-1.0,0.0010592850828358225,0.019218005297612913,13.26042365535291,3210.0,62.40250630265314,101.35184356986954,0.0,
ID2062 ? ID2065,5,2062,2065,-1.0,NaN,7.890738659555506E-4,1.6570551185066562,1980.0,84.56584187448337,92.48650934113745,0.0,
ID2070 ? ID2073,6,2070,2073,-1.0,NaN,0.0026950028939089353,4.244629557906573,952.5,67.8525068531032,82.24050830629133,0.0,
ID2073 ? ID2080,6,2073,2080,-1.0,0.001335660271576434,0.0010428348448188792,1.5173246992114693,2467.5,65.96317332894716,82.82184169833934,0.0,
