LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EGE_COLOR
ID2064 ? ID2066,5,2064,2066,-1.0,0.0028690343868399935,0.004011948959160359,4.3930841102805935,3037.5,182.94850000000002,277.4705,0.0,
ID2064 ? ID2069,5,2064,2069,-1.0,0.0028690343868399935,0.005294145530479528,5.797089355875083,3037.5,185.45350000000002,277.721,0.0,
ID2075 ? ID2080,6,2075,2080,-1.0,0.0018055130193044787,0.009639838535286369,16.773319051398282,2715.0,237.72450000000003,255.25950000000003,0.0,
ID2073 ? ID2075,6,2073,2075,-1.0,NaN,0.002404367818368332,0.9737689664391744,1642.5,232.63100000000003,247.995,0.0,
ID2075 ? ID2077,6,2075,2077,-1.0,0.0018055130193044787,0.005645537184748066,9.823234701461635,2715.0,237.5575,249.9155,0.0,
ID2145 ? ID2150,7,2145,2150,-1.0,0.0017309050433001614,0.011079975958338662,20.11015636438467,2542.5,248.16200000000003,242.56750000000002,0.0,
ID2143 ? ID2145,7,2143,2145,-1.0,NaN,0.01699925821176215,3.314855351293619,1537.5,239.144,235.13600000000002,0.0,
ID2145 ? ID2147,7,2145,2147,-1.0,0.0016110731556870735,0.01062501097033119,20.71877139214582,2610.0,250.58350000000002,236.05450000000002,0.0,
ID2154 ? ID2156,8,2154,2156,-1.0,NaN,0.008349999999999962,2.0039999999999907,1560.0,242.40050000000002,237.5575,0.0,
ID2156 ? ID2158,8,2156,2158,-1.0,0.0030353552208597034,0.0066174263599737965,6.84903628257288,2197.5,245.824,238.476,0.0,
ID2156 ? ID2161,8,2156,2161,-1.0,0.0016491300018844058,0.00936077937564454,17.83228471060285,2632.5,249.83200000000002,243.48600000000002,0.0,
ID2167 ? ID2169,9,2167,2169,-1.0,0.006346651825433925,0.01026082164201823,5.079106712799024,3337.5,283.90000000000003,254.5915,0.0,
ID2167 ? ID2172,9,2167,2172,-1.0,0.006346651825433925,0.012079675971412893,5.9794396058493815,3337.5,284.067,254.007,0.0,
ID2165 ? ID2167,9,2165,2167,-1.0,NaN,0.0061512770410512094,4.705726936404175,2707.5,282.731,257.848,0.0,
ID2176 ? ID2178,10,2176,2178,-1.0,NaN,0.013905740855806427,12.097994544551591,3150.0,329.9085,244.57150000000001,0.0,
ID2182 ? ID2184,11,2182,2184,-1.0,NaN,0.009229496162622097,9.275643643435208,3082.5,320.139,254.09050000000002,0.0,
ID2195 ? ID2197,12,2195,2197,-1.0,0.017453292519943295,0.02103417706824469,3.786151872284044,3495.0,314.461,252.50400000000002,0.0,
ID2195 ? ID2200,12,2195,2200,-1.0,0.017453292519943295,0.015799486239498367,2.843907523109706,3495.0,313.125,252.67100000000002,0.0,
ID2190 ? ID2192,12,2190,2192,-1.0,0.0016622183352326947,0.008343803165125795,15.769787982087754,2640.0,315.3795,238.81,0.0,
ID2190 ? ID2195,12,2190,2195,-1.0,0.0018371886863098206,0.007557836931295812,12.923901152515839,2550.0,310.28600000000006,245.40650000000002,0.0,
ID2188 ? ID2190,12,2188,2190,-1.0,NaN,0.004193418618240219,1.069321747651256,1567.5,307.11300000000006,239.89550000000003,0.0,
ID2204 ? ID2206,13,2204,2206,-1.0,NaN,0.008175734493422286,13.244689879344104,2775.0,262.357,224.949,0.0,
ID2214 ? ID2219,14,2214,2219,-1.0,0.0037399912542735634,0.01365432146298424,11.469630028906762,3165.0,264.361,227.87150000000003,0.0,
ID2212 ? ID2214,14,2212,2214,-1.0,NaN,0.012962353848123059,8.749588847483064,2407.5,261.10450000000003,219.77200000000002,0.0,
ID2214 ? ID2216,14,2214,2216,-1.0,0.0037399912542735634,0.007228578682786992,6.072006093541074,3165.0,261.689,226.61900000000003,0.0,
ID2226 ? ID2228,15,2226,2228,-1.0,NaN,0.007771755907929338,10.025565121228846,720.0,320.2225,311.20450000000005,0.0,
ID2228 ? ID2230,15,2228,2230,-1.0,0.0014151318259413483,0.00957135684662309,21.24841219950326,2475.0,321.89250000000004,325.31600000000003,0.0,
ID2228 ? ID2233,15,2228,2233,-1.0,0.0014151318259413483,0.011806766251769294,26.211021078927832,2475.0,320.64,328.322,0.0,
ID2344 ? ID2346,16,2344,2346,-1.0,0.002407350692405972,0.004614000482777673,6.021270630024863,1927.5,7.431500000000001,117.9855,0.0,
ID2342 ? ID2344,16,2342,2344,-1.0,NaN,0.0034485796441587825,4.345210351640066,645.0,7.348000000000001,118.82050000000001,0.0,
ID2344 ? ID2349,16,2344,2349,-1.0,0.0022765164156447774,0.0018941764244182998,2.6139634656972537,1965.0,6.0955,120.40700000000001,0.0,
ID2355 ? ID2360,17,2355,2360,-1.0,0.004027682889217683,0.00587905524708612,4.585663092727174,3195.0,132.097,111.055,0.0,
ID2353 ? ID2355,17,2353,2355,-1.0,NaN,0.007981046219978426,2.8731766391922333,2625.0,135.52050000000003,109.80250000000001,0.0,
ID2355 ? ID2357,17,2355,2357,-1.0,0.005370243852290245,0.007585128727121141,4.437300305365867,3097.5,133.60000000000002,108.55000000000001,0.0,
ID2366 ? ID2368,18,2366,2368,-1.0,0.011023132117858924,0.009961403508771912,2.838999999999995,3442.5,65.965,70.0565,0.0,
ID2366 ? ID2371,18,2366,2371,-1.0,0.011023132117858924,0.009961403508771912,2.838999999999995,3442.5,65.38050000000001,71.977,0.0,
ID2364 ? ID2366,18,2364,2366,-1.0,NaN,0.01286552301517028,22.57899289162384,2422.5,75.9015,69.2215,0.0,
ID2375 ? ID2377,19,2375,2377,-1.0,NaN,0.004700586041306049,9.307160361785979,2430.0,149.632,167.0,0.0,
ID2377 ? ID2379,19,2377,2379,-1.0,0.05235987755982988,0.02394313865993554,1.4365883195961324,3450.0,154.642,167.16700000000003,0.0,
ID2377 ? ID2382,19,2377,2382,-1.0,0.019039955476301777,0.01090087906413904,1.7986450455829415,3502.5,153.8905,166.9165,0.0,
ID2413 ? ID2418,20,2413,2418,-1.0,0.0012849049707933714,0.006501681232550836,15.896610613586795,2032.5,83.9175,322.31,0.0,
ID2418 ? ID2420,20,2418,2420,-1.0,0.009519977738150888,0.011450844359578563,3.778778638660926,3420.0,85.75450000000001,331.5785,0.0,
ID2411 ? ID2413,20,2411,2413,-1.0,NaN,0.005100434366504791,4.13135183686888,405.0,81.4125,313.8765,0.0,
ID2418 ? ID2423,20,2418,2423,-1.0,0.009519977738150888,0.007724679897736692,2.5491443662531084,3420.0,83.75050000000002,331.328,0.0,
ID2413 ? ID2415,20,2413,2415,-1.0,0.0011321054607530787,0.0030216204182713486,8.384996660702992,2197.5,80.4105,317.3,0.0,
ID2429 ? ID2431,21,2429,2431,-1.0,0.0013425609630725612,0.008360972409464169,19.564675438146153,2415.0,168.08550000000002,286.40500000000003,0.0,
ID2427 ? ID2429,21,2427,2429,-1.0,NaN,0.004201279968645972,5.230593560964235,622.5,159.81900000000002,277.63750000000005,0.0,
ID2429 ? ID2434,21,2429,2434,-1.0,0.0013425609630725612,0.011758327079830199,27.514485366802663,2415.0,171.9265,287.908,0.0,
ID2486 ? ID2491,22,2486,2491,-1.0,0.003951688872439991,0.008530208966564133,6.781516128418486,3187.5,295.1725,298.262,0.0,
ID2484 ? ID2486,22,2484,2486,-1.0,0.0021155506084779754,0.0029880810137143912,4.437300305365871,2047.5,292.58400000000006,295.59000000000003,0.0,
ID2494 ? ID2496,22,2494,2496,-1.0,0.004456159792325947,0.014432160098488156,10.17467286943415,3232.5,303.18850000000003,306.69550000000004,0.0,
ID2494 ? ID2499,22,2494,2499,-1.0,0.004456159792325947,0.010284496422120334,7.250569977594836,3232.5,300.76700000000005,307.5305,0.0,
ID2484 ? ID2494,22,2484,2494,-1.0,0.0019946620022792336,0.007827699844631695,12.328627255294919,2092.5,295.92400000000004,299.097,0.0,
ID2482 ? ID2484,22,2482,2484,-1.0,NaN,0.004798728202462732,5.758473842955278,705.0,290.58000000000004,292.6675,0.0,
ID2486 ? ID2488,22,2486,2488,-1.0,0.003951688872439991,0.01263175091918627,10.042241980753085,3187.5,296.84250000000003,297.3435,0.0,
ID2503 ? ID2505,23,2503,2505,-1.0,NaN,0.008818317901115364,5.68781504621941,3262.5,244.0705,223.8635,0.0,
ID2511 ? ID2516,24,2511,2516,-1.0,0.0014646119597155212,0.0014035595874183954,3.010635315012458,2512.5,261.188,338.42550000000006,0.0,
ID2509 ? ID2511,24,2509,2511,-1.0,NaN,0.008571551429516258,11.828740972732437,750.0,262.44050000000004,331.16100000000006,0.0,
ID2511 ? ID2513,24,2511,2513,-1.0,0.013962634015954637,0.015657194930332203,3.522868859324746,1552.5,261.27150000000006,335.169,0.0,
ID2530 ? ID2535,25,2530,2535,-1.0,0.00910606566257911,0.011955349964540025,4.124595737766309,3412.5,231.46200000000002,322.477,0.0,
ID2530 ? ID2532,25,2530,2532,-1.0,0.00910606566257911,0.014046024507057059,4.845878454934685,3412.5,230.46000000000004,323.145,0.0,
ID2520 ? ID2522,25,2520,2522,-1.0,NaN,0.006092514827350186,9.412935408256038,2377.5,229.45800000000003,322.8945,0.0,
ID2522 ? ID2527,25,2522,2527,-1.0,0.007222052077217915,0.014116127098445917,6.140515287823974,3367.5,234.88550000000004,323.72950000000003,0.0,
ID2520 ? ID2530,25,2520,2530,-1.0,NaN,0.004067713020844735,6.650710789081143,2422.5,227.788,322.81100000000004,0.0,
ID2522 ? ID2524,25,2522,2524,-1.0,0.007222052077217915,0.009966832563769042,4.335572165239533,3367.5,235.80400000000003,321.475,0.0,
ID2541 ? ID2543,26,2541,2543,-1.0,0.0016755160819145562,0.0076244396188980545,14.295824285433852,2647.5,205.6605,329.9085,0.0,
ID2539 ? ID2541,26,2539,2541,-1.0,NaN,0.011735563761069432,1.0562007384962488,1665.0,199.4815,325.3995,0.0,
ID2541 ? ID2546,26,2541,2546,-1.0,0.0016755160819145562,0.016805065056570163,31.509496981069052,2647.5,213.34250000000003,333.91650000000004,0.0,
ID2550 ? ID2552,27,2550,2552,-1.0,NaN,0.006474484548413825,12.042541260049713,2355.0,301.1845,314.54449999999997,0.0,
ID2552 ? ID2554,27,2552,2554,-1.0,0.010471975511965976,0.0074684670448493685,2.2405401134548106,3435.0,307.8645,317.04949999999997,0.0,
ID2552 ? ID2557,27,2552,2557,-1.0,0.010471975511965976,0.018959383487398118,5.687815046219435,3435.0,308.6995,318.71950000000004,0.0,
ID2563 ? ID2565,28,2563,2565,-1.0,0.006346651825433925,0.020382511894851463,10.089343387951475,3337.5,298.26200000000006,248.329,0.0,
ID2563 ? ID2568,28,2563,2568,-1.0,0.006346651825433925,0.01460481518084656,7.229383514519047,3337.5,297.26,250.834,0.0,
ID2561 ? ID2563,28,2561,2563,-1.0,NaN,0.005538356984049273,9.22136437844204,2257.5,289.91200000000003,247.74450000000002,0.0,
ID2574 ? ID2579,29,2574,2579,-1.0,0.002585672965917525,0.006355416887648978,7.721831518493508,2977.5,313.45900000000006,187.875,0.0,
ID2574 ? ID2576,29,2574,2576,-1.0,0.002585672965917525,0.004818547390739099,5.854535079748006,2977.5,309.7015,192.21699999999998,0.0,
ID2572 ? ID2574,29,2572,2574,-1.0,NaN,0.005323480367861925,2.9545316041633685,2092.5,308.86650000000003,190.38,0.0,
ID2583 ? ID2585,30,2583,2585,-1.0,NaN,0.0071636254343631495,15.473430938224404,2505.0,327.153,199.6485,0.0,
ID2678 ? ID2683,31,2678,2683,-1.0,0.0018534469932683145,0.0037743964917292617,6.397602053481099,2077.5,243.16986570561457,99.65629969650986,0.0,
ID2676 ? ID2678,31,2676,2678,-1.0,NaN,0.007775509794622364,9.563877047385509,615.0,242.65898254931716,97.68575037936267,0.0,
ID2678 ? ID2680,31,2678,2680,-1.0,0.002159170208652779,0.006326570357152308,9.205159869656608,1957.5,245.79726479514414,101.11596585735964,0.0,
ID2691 ? ID2696,32,2691,2696,-1.0,0.011023132117858924,0.011032340827471246,3.144217135829305,3442.5,284.5514013657056,98.63453338391503,0.0,
ID2689 ? ID2691,32,2689,2691,-1.0,NaN,0.006492457437728325,11.102102218515435,2445.0,279.5885364188164,97.3938171471927,0.0,
ID2691 ? ID2693,32,2691,2693,-1.0,0.011023132117858924,0.010558522384777957,3.0091788796617176,3442.5,286.08405083459786,98.34260015174507,0.0,
ID2702 ? ID2704,33,2702,2704,-1.0,0.014959965017094254,0.020264864682020444,4.255621583224293,3480.0,304.475844461305,139.2862359635812,0.0,
ID2702 ? ID2707,33,2702,2707,-1.0,0.014959965017094254,0.04035052555611677,8.473610366784522,3480.0,303.30811153262516,142.64346813353563,0.0,
ID2700 ? ID2702,33,2700,2702,-1.0,NaN,0.011958593425642943,5.022609238770036,3165.0,301.045628983308,136.43988694992413,0.0,
ID2711 ? ID2713,34,2711,2713,-1.0,NaN,0.004845726951199137,5.160699203027081,3052.5,299.3670128983308,86.30035432473446,0.0,
ID2718 ? ID2720,35,2718,2720,-1.0,0.001539996398818526,0.0038091080796256904,7.770580482436409,2565.0,362.570557663126,123.66780804248862,0.0,
ID2718 ? ID2723,35,2718,2723,-1.0,0.001539996398818526,0.0074942242840505885,15.2882175394632,2565.0,370.4527549317147,121.186375569044,0.0,
ID2716 ? ID2718,35,2716,2718,-1.0,NaN,0.0058788547555518435,9.082830597327598,772.5,359.7242086494689,116.58842716236722,0.0,
ID2727 ? ID2729,36,2727,2729,-1.0,NaN,0.007579529945180475,8.29958528997262,607.5,369.64993854324734,76.9584908952959,0.0,
ID2729 ? ID2734,36,2729,2734,-1.0,0.0012928364829587625,0.0015663965673423609,3.806343658641937,2370.0,373.00717071320184,81.9943391502276,0.0,
ID2729 ? ID2731,36,2729,2731,-1.0,0.0012928364829587625,0.0016915461851001426,4.110457229793346,2370.0,373.95595371775414,80.97257283763278,0.0,
ID2740 ? ID2745,37,2740,2745,-1.0,0.005370243852290245,0.015293900888215362,8.946932019605986,3292.5,342.4271646433991,28.42459104704097,0.0,
ID2738 ? ID2740,37,2738,2740,-1.0,NaN,0.004514992934538171,6.840214295825328,2242.5,336.0776168437026,23.753659332321696,0.0,
ID2740 ? ID2742,37,2740,2742,-1.0,0.005370243852290245,0.010624208275167392,6.215161840972924,3292.5,341.7703148710167,26.454041729893778,0.0,
ID2751 ? ID2753,38,2751,2753,-1.0,0.011635528346628864,0.008717188752029887,2.3536409630480697,3450.0,296.9585637329287,40.24788694992412,0.0,
ID2749 ? ID2751,38,2749,2751,-1.0,NaN,0.008567985512099249,3.9841132631261504,3082.5,294.18519802731413,41.78053641881638,0.0,
ID2751 ? ID2756,38,2751,2756,-1.0,0.011635528346628864,0.005822624325609936,1.5721085679146827,3450.0,296.66663050075874,41.12368664643399,0.0,
ID2760 ? ID2762,39,2760,2762,-1.0,NaN,0.005465416675327901,5.984631259484051,547.5,284.91631790591805,85.35157132018209,0.0,
ID2762 ? ID2764,39,2762,2764,-1.0,0.001261683796622407,0.003918856584470244,9.757952895330908,2340.0,289.5872496206373,91.0442693474962,0.0,
ID2762 ? ID2767,39,2762,2767,-1.0,0.001261683796622407,0.0036814816999938133,9.166889432984595,2340.0,288.346533383915,91.92006904400607,0.0,
ID2773 ? ID2778,40,2773,2778,-1.0,0.005108280737544379,0.010282780386769877,6.323909937863474,3277.5,302.2133619119879,68.34646054628224,0.0,
ID2773 ? ID2775,40,2773,2775,-1.0,0.005108280737544379,0.011043516249755032,6.791762493599345,3277.5,299.5859628224583,68.34646054628224,0.0,
ID2771 ? ID2773,40,2771,2773,-1.0,NaN,0.006286592134356306,2.074575404337581,2805.0,300.5347458270106,64.55132852807283,0.0,
