LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID2157,2157,9,-1.0,91.841308284086,221.58971998739273,0.0,570.0,38,5.0,1,,141.2310533313638,141.0,108.0,177.0,955993.0,10.50717862642538,0.021356205612496626,0.5621095189993386
ID2159,2159,9,-1.0,114.01304361730985,224.7987869435172,0.0,3585.0,239,5.0,1,,142.3323976953762,143.0,107.0,169.0,963448.0,8.92270546146096,2.5693492247659826E-4,0.008194996458668669
ID2165,2165,10,-1.0,96.8007753980966,223.04838678563115,0.0,3585.0,239,5.0,1,,151.50421037080957,152.0,120.0,191.0,1025532.0,9.565904055065829,0.017882144664697883,0.5564815692909773
ID2163,2163,10,-1.0,86.44424113060388,223.92358686457422,0.0,2340.0,156,5.0,1,,124.31570394445178,127.0,73.0,168.0,841493.0,16.703515738980315,-0.011295378414031476,-0.1700522252843018
ID2176,2176,11,-1.0,149.75038017415093,139.612645926394,0.0,3585.0,239,5.0,1,,147.1322204166068,147.0,114.0,183.0,995938.0,9.421479836938753,-0.027253912644624952,-0.8750805451189891
ID2169,2169,11,-1.0,158.5023809635814,135.3825122115026,0.0,1815.0,121,5.0,1,,153.0681045944776,154.0,109.0,188.0,1036118.0,12.479934271623746,0.009140828170568856,0.22219596593401528
ID2171,2171,11,-1.0,156.02264740657614,138.44571248780326,0.0,2325.0,155,5.0,1,,149.41084355148544,151.0,90.0,196.0,1011362.0,19.09202411385674,0.004782626799948185,0.07449969847320577
ID2173,2173,11,-1.0,147.854113336441,137.8622457685079,0.0,3585.0,239,5.0,1,,151.6209188949644,151.0,114.0,194.0,1026322.0,11.792490685468325,-0.02250722676921816,-0.5920958396152701
ID2288,2288,12,-1.0,192.4163840226245,243.03212192149738,0.0,1710.0,114,5.0,1,,125.81873245678999,126.0,84.0,157.0,851667.0,7.958619566391688,-0.0200626235243968,-0.6473318221129395
ID2290,2290,12,-1.0,197.66758449628279,242.44865520220205,0.0,2775.0,185,5.0,1,,132.79731127197496,132.0,93.0,177.0,898905.0,10.763289047258166,-7.51134949457889E-4,-0.018548917957888086
ID2296,2296,13,-1.0,152.88651379036352,221.73558666721658,0.0,3330.0,222,5.0,1,,146.26104299010376,146.0,111.0,180.0,990041.0,9.301409253502081,0.004037087831328694,0.1264527711284587
ID2294,2294,13,-1.0,151.13611363247745,217.651319632149,0.0,2625.0,175,5.0,1,,146.96853301817202,147.0,115.0,177.0,994830.0,9.312605985980946,0.009674564014284619,0.30243574096136067
ID2465,2465,14,-1.0,15.115434696745542,96.21730867880123,0.0,1110.0,74,5.0,1,,115.14049342591045,116.0,64.0,150.0,779386.0,12.105264950917341,0.030869154250309835,0.5696458904078018
ID2467,2467,14,-1.0,33.640503034373374,91.841308284086,0.0,3585.0,239,5.0,1,,147.38750184665278,147.0,120.0,186.0,997666.0,8.411517829093535,0.025690339743290533,0.8777480354613165
ID2470,2470,14,-1.0,35.09916983261178,88.19464128848998,0.0,3585.0,239,5.0,1,,145.10223075786922,145.0,113.0,186.0,982197.0,9.579942788405992,0.014684044066559288,0.438385334832232
ID2463,2463,14,-1.0,7.822100705553483,96.36317535862509,0.0,630.0,42,5.0,1,,115.56300782981052,116.0,80.0,151.0,782246.0,10.778073582409801,0.0860412428964586,1.6989008969026924
ID2481,2481,15,-1.0,54.06183820971114,89.79917476655223,0.0,3585.0,239,5.0,1,,134.48278918599283,134.0,105.0,164.0,910314.0,8.926878597047823,0.0013271004325404493,0.03993235242916247
ID2474,2474,15,-1.0,45.89330413957603,93.73757512179594,0.0,1830.0,122,5.0,1,,142.8815186881372,143.0,118.0,181.0,967165.0,8.394641306082448,0.021740257388365825,0.7243160114351908
ID2476,2476,15,-1.0,53.47837149041577,89.94504144637607,0.0,3165.0,211,5.0,1,,134.9645442458249,135.0,102.0,167.0,913575.0,8.649767780494006,0.008436242696842648,0.26106332170594454
ID2478,2478,15,-1.0,53.33250481059193,91.40370824461448,0.0,3585.0,239,5.0,1,,136.74072979760612,137.0,105.0,168.0,925598.0,8.61711815485557,0.003129571207775946,0.09901332516546152
ID2485,2485,16,-1.0,100.88504243316414,53.33250481059193,0.0,705.0,47,5.0,1,,140.24154232530606,141.0,86.0,176.0,949295.0,10.89091406654229,0.021771744812603383,0.5487590430210753
ID2487,2487,16,-1.0,111.24157670065688,60.625838801784,0.0,3585.0,239,5.0,1,,146.20475698035304,146.0,116.0,185.0,989660.0,8.884521553279226,-0.007019539453056409,-0.23266195349905705
ID2493,2493,17,-1.0,82.35997409553633,60.77170548160783,0.0,1065.0,71,5.0,1,,131.30787413207247,131.0,95.0,170.0,888823.0,9.984180678268334,0.010043292561572546,0.2615438179660055
ID2491,2491,17,-1.0,77.10877362187804,62.667972319317755,0.0,240.0,16,5.0,1,,123.1235042103703,123.0,97.0,151.0,833423.0,7.858387112021424,-0.005770488315179897,-0.18187100225318784
