TRACK_ID,ID,POSITION_T,element,pathString,event
0,2594,15.25,leaf,attachment/2594,invasion
1,2600,2.5,leaf,attachment/2600,invasion
2,2609,10.75,leaf,attachment/2609,invasion
4,2621,30.75,leaf,attachment/2621,invasion
5,2632,59.75,leaf,attachment/2628/2632,invasion
5,2635,58,leaf,attachment/2628/2635,invasion
6,2646,30.25,leaf,attachment/2644/2646,invasion
6,2649,32.25,leaf,attachment/2644/2649,invasion
7,2659,15.5,leaf,attachment/2659,invasion
8,2665,6.25,leaf,attachment/2665,invasion
9,2677,60.5,leaf,attachment/2671/2677,invasion
9,2686,59.75,leaf,attachment/2671/2686,invasion
10,2694,18.75,leaf,attachment/2694,invasion
11,2700,9.25,leaf,attachment/2700,invasion
12,2708,117.25,leaf,attachment/2706/2708,remains
12,2711,117.25,leaf,attachment/2706/2711,remains
13,2721,28.5,leaf,attachment/2719/2721,invasion
13,2724,34.75,leaf,attachment/2719/2724,invasion
14,2732,34.5,leaf,attachment/2730/2732,invasion
14,2735,42.75,leaf,attachment/2730/2735,detach
15,2741,21,leaf,attachment/2741,invasion
16,2752,42,leaf,attachment/2747/2752,remains
16,2749,29.75,leaf,attachment/2747/2749,detach
17,2786,5.5,leaf,attachment/2786,invasion
18,2792,12,leaf,attachment/2792,invasion
19,2798,6.5,leaf,attachment/2798,invasion
20,2805,16,leaf,attachment/2805,invasion
21,2816,45,leaf,attachment/2811/2816,invasion
21,2813,45.75,leaf,attachment/2811/2813,invasion
22,2828,97.5,leaf,attachment/2822/2828,remains
22,2831,82.75,leaf,attachment/2822/2831,invasion
23,2837,5.25,leaf,attachment/2837,invasion
24,2843,1,leaf,attachment/2843,invasion
25,2849,42,leaf,attachment/2849,invasion
26,2855,16.5,leaf,attachment/2855,invasion
27,2866,78.75,leaf,attachment/2861/2866,remains
27,2863,78.75,leaf,attachment/2861/2863,remains
28,2872,29.75,leaf,attachment/2872,detach
29,2944,38,leaf,attachment/2940/2944,invasion
29,2947,43.5,leaf,attachment/2940/2947,invasion
30,2962,41.75,leaf,attachment/2953/2962,invasion
30,2959,39.5,leaf,attachment/2953/2959,invasion
31,2979,38.5,leaf,attachment/2971/2979,invasion
31,2975,37.75,leaf,attachment/2971/2975,invasion
5,2628,16,node,attachment/2628,NA
6,2644,9,node,attachment/2644,NA
9,2671,20.25,node,attachment/2671,NA
12,2706,80.5,node,attachment/2706,NA
13,2719,18,node,attachment/2719,NA
14,2730,13,node,attachment/2730,NA
16,2747,23,node,attachment/2747,NA
21,2811,37,node,attachment/2811,NA
22,2822,28.5,node,attachment/2822,NA
27,2861,57.75,node,attachment/2861,NA
29,2940,11,node,attachment/2940,NA
30,2953,24.5,node,attachment/2953,NA
31,2971,13.5,node,attachment/2971,NA
NA,NA,0,NA,attachment,NA
