TRACK_ID,ID,POSITION_T,element,pathString,event
0,3240,28.25,leaf,attachment/3235/3240,invasion
0,3237,20,leaf,attachment/3235/3237,invasion
1,3248,23.25,leaf,attachment/3246/3248,invasion
1,3251,34.25,leaf,attachment/3246/3251,remains
2,3259,50.25,leaf,attachment/3257/3259,remains
2,3262,50.25,leaf,attachment/3257/3262,remains
4,3279,7.75,leaf,attachment/3279,invasion
5,3285,18.25,leaf,attachment/3285,invasion
6,3291,42.25,leaf,attachment/3291,remains
7,3299,35.75,leaf,attachment/3297/3299,remains
7,3302,35.75,leaf,attachment/3297/3302,remains
8,3308,43,leaf,attachment/3308,remains
9,3316,42.5,leaf,attachment/3314/3316,detach
9,3319,46.25,leaf,attachment/3314/3319,remains
10,3330,24.75,leaf,attachment/3325/3330,invasion
10,3327,21.5,leaf,attachment/3325/3327,invasion
11,3336,26.25,leaf,attachment/3336,invasion
12,3342,39.75,leaf,attachment/3342,remains
13,3348,19.5,leaf,attachment/3348,remains
14,3356,25.75,leaf,attachment/3354/3356,invasion
14,3359,27.5,leaf,attachment/3354/3359,invasion
15,3370,16,leaf,attachment/3365/3370,invasion
15,3367,12.5,leaf,attachment/3365/3367,invasion
16,3376,40.25,leaf,attachment/3376,remains
17,3384,15.5,leaf,attachment/3382/3384,detach
17,3392,58.75,leaf,attachment/3382/3387/3392,remains
17,3389,58.75,leaf,attachment/3382/3387/3389,remains
18,3398,3,leaf,attachment/3398,detach
19,3440,37.75,leaf,attachment/3434/3440,invasion
19,3436,35,leaf,attachment/3434/3436,invasion
20,3452,52.5,leaf,attachment/3450/3452,remains
20,3455,52.5,leaf,attachment/3450/3455,remains
21,3461,21,leaf,attachment/3461,invasion
22,3467,46,leaf,attachment/3467,remains
23,3473,25.25,leaf,attachment/3473,remains
24,3479,19.25,leaf,attachment/3479,remains
25,3485,10,leaf,attachment/3485,invasion
26,3491,29.75,leaf,attachment/3491,invasion
27,3497,46.5,leaf,attachment/3497,remains
28,3573,7.5,leaf,attachment/3573,invasion
29,3582,25.25,leaf,attachment/3582,invasion
30,3593,59.25,leaf,attachment/3588/3593,remains
30,3590,59.25,leaf,attachment/3588/3590,remains
31,3599,59.25,leaf,attachment/3599,remains
32,3610,50,leaf,attachment/3605/3610,remains
32,3607,50,leaf,attachment/3605/3607,remains
33,3618,27.5,leaf,attachment/3616/3618,invasion
33,3621,59.5,leaf,attachment/3616/3621,remains
34,3627,52,leaf,attachment/3627,invasion
0,3235,2.25,node,attachment/3235,NA
1,3246,1.75,node,attachment/3246,NA
2,3257,48,node,attachment/3257,NA
7,3297,28,node,attachment/3297,NA
9,3314,23.25,node,attachment/3314,NA
10,3325,11.5,node,attachment/3325,NA
14,3354,12.5,node,attachment/3354,NA
15,3365,5.5,node,attachment/3365,NA
17,3387,57,node,attachment/3382/3387,NA
17,3382,10.25,node,attachment/3382,NA
19,3434,23.25,node,attachment/3434,NA
20,3450,35.25,node,attachment/3450,NA
30,3588,37.75,node,attachment/3588,NA
32,3605,23.75,node,attachment/3605,NA
33,3616,0.75,node,attachment/3616,NA
NA,NA,0,NA,attachment,NA
