TRACK_ID,ID,POSITION_T,element,pathString,event
0,2992,31.5,leaf,attachment/2986/2992,invasion
0,2988,30,leaf,attachment/2986/2988,remains
1,3000,33,leaf,attachment/2998/3000,invasion
1,3003,33.75,leaf,attachment/2998/3003,invasion
2,3011,41.75,leaf,attachment/3009/3011,invasion
2,3014,49,leaf,attachment/3009/3014,remains
4,3031,40,leaf,attachment/3031,invasion
5,3041,43.75,leaf,attachment/3037/3041,remains
5,3044,43.75,leaf,attachment/3037/3044,remains
6,3049,16.25,leaf,attachment/3049,remains
7,3064,13,leaf,attachment/3054/3064,remains
7,3058,13,leaf,attachment/3054/3056/3058,remains
7,3061,13,leaf,attachment/3054/3056/3061,remains
8,3071,12.5,leaf,attachment/3071,remains
9,3081,34,leaf,attachment/3076/3081,invasion
9,3078,31.25,leaf,attachment/3076/3078,invasion
10,3091,53.75,leaf,attachment/3087/3089/3091,remains
10,3094,53.75,leaf,attachment/3087/3089/3094,remains
10,3099,53.75,leaf,attachment/3087/3097/3099,remains
10,3102,53.75,leaf,attachment/3087/3097/3102,remains
11,3112,43.25,leaf,attachment/3107/3112,remains
11,3109,43.25,leaf,attachment/3107/3109,remains
12,3117,28,leaf,attachment/3117,remains
13,3123,43,leaf,attachment/3123,invasion
14,3129,27.75,leaf,attachment/3129,remains
15,3137,56,leaf,attachment/3135/3137,remains
15,3140,56,leaf,attachment/3135/3140,remains
16,3147,26,leaf,attachment/3145/3147,remains
16,3150,26,leaf,attachment/3145/3150,remains
17,3156,23,leaf,attachment/3156,detach
18,3165,7,leaf,attachment/3165,invasion
19,3172,39.5,leaf,attachment/3170/3172,invasion
19,3175,38.5,leaf,attachment/3170/3175,invasion
20,3182,11.5,leaf,attachment/3182,invasion
21,3242,48.25,leaf,attachment/3240/3242,invasion
21,3246,57.75,leaf,attachment/3240/3246,invasion
22,3251,46.25,leaf,attachment/3251,invasion
23,3259,48.25,leaf,attachment/3257/3259,remains
23,3262,48.25,leaf,attachment/3257/3262,remains
24,3273,56.25,leaf,attachment/3268/3273,remains
24,3270,46.25,leaf,attachment/3268/3270,invasion
25,3280,59.5,leaf,attachment/3278/3280,remains
25,3283,59.5,leaf,attachment/3278/3283,remains
26,3289,35,leaf,attachment/3289,invasion
27,3295,56.75,leaf,attachment/3295,remains
28,3305,42.75,leaf,attachment/3300/3305,remains
28,3302,32.5,leaf,attachment/3300/3302,invasion
29,3311,17,leaf,attachment/3311,remains
30,3329,56,leaf,attachment/3317/3327/3329,remains
30,3332,56,leaf,attachment/3317/3327/3332,remains
30,3321,56,leaf,attachment/3317/3319/3321,remains
30,3324,56,leaf,attachment/3317/3319/3324,remains
31,3340,9.5,leaf,attachment/3338/3340,invasion
31,3343,9.75,leaf,attachment/3338/3343,invasion
32,3349,19.75,leaf,attachment/3349,invasion
33,3355,23.5,leaf,attachment/3355,invasion
34,3361,17.75,leaf,attachment/3361,invasion
0,2986,27,node,attachment/2986,NA
1,2998,25,node,attachment/2998,NA
2,3009,16.75,node,attachment/3009,NA
5,3037,5,node,attachment/3037,NA
7,3056,11,node,attachment/3054/3056,NA
7,3054,0.75,node,attachment/3054,NA
9,3076,27.75,node,attachment/3076,NA
10,3089,48.75,node,attachment/3087/3089,NA
10,3097,49.25,node,attachment/3087/3097,NA
10,3087,13.75,node,attachment/3087,NA
11,3107,6,node,attachment/3107,NA
15,3135,16.75,node,attachment/3135,NA
16,3145,16.5,node,attachment/3145,NA
19,3170,9.5,node,attachment/3170,NA
21,3240,21.5,node,attachment/3240,NA
23,3257,9.25,node,attachment/3257,NA
24,3268,18.5,node,attachment/3268,NA
25,3278,23,node,attachment/3278,NA
28,3300,30.25,node,attachment/3300,NA
30,3317,12.75,node,attachment/3317,NA
30,3319,53.25,node,attachment/3317/3319,NA
30,3327,52,node,attachment/3317/3327,NA
31,3338,3.5,node,attachment/3338,NA
NA,NA,0,NA,attachment,NA
