TRACK_ID,ID,POSITION_T,element,pathString,event
0,3547,56.5,leaf,attachment/3547,remains
1,3556,57.25,leaf,attachment/3554/3556,remains
1,3559,57.25,leaf,attachment/3554/3559,remains
2,3565,32,leaf,attachment/3565,invasion
4,3577,43.5,leaf,attachment/3577,detach
5,3583,19,leaf,attachment/3583,invasion
6,3589,25.25,leaf,attachment/3589,invasion
7,3600,28.75,leaf,attachment/3595/3600,remains
7,3597,28.75,leaf,attachment/3595/3597,remains
8,3610,59.75,leaf,attachment/3605/3610,remains
8,3607,59.75,leaf,attachment/3605/3607,remains
9,3617,3.5,leaf,attachment/3617,detach
10,3625,59.75,leaf,attachment/3623/3625,remains
10,3628,59.75,leaf,attachment/3623/3628,remains
11,3635,25.5,leaf,attachment/3635,invasion
12,3676,39.25,leaf,attachment/3674/3676,invasion
12,3679,53.25,leaf,attachment/3674/3679,invasion
13,3690,50,leaf,attachment/3685/3690,invasion
13,3687,46.5,leaf,attachment/3685/3687,remains
14,3696,44.25,leaf,attachment/3696,remains
15,3704,36.25,leaf,attachment/3702/3704,remains
15,3707,36.25,leaf,attachment/3702/3707,invasion
16,3801,55.5,leaf,attachment/3796/3801,remains
16,3798,55.5,leaf,attachment/3796/3798,remains
17,3809,22.25,leaf,attachment/3807/3809,remains
17,3812,22.25,leaf,attachment/3807/3812,remains
18,3818,23.25,leaf,attachment/3818,invasion
19,3826,59.75,leaf,attachment/3824/3826,invasion
19,3829,59.75,leaf,attachment/3824/3829,remains
20,3836,51.5,leaf,attachment/3834/3836,invasion
20,3839,53.5,leaf,attachment/3834/3839,invasion
21,3845,55.5,leaf,attachment/3845,remains
22,3851,43.25,leaf,attachment/3851,remains
23,3905,59.75,leaf,attachment/3905,remains
24,3911,34.75,leaf,attachment/3911,remains
25,3922,57.5,leaf,attachment/3917/3922,remains
25,3919,57.5,leaf,attachment/3917/3919,remains
26,3928,33.75,leaf,attachment/3928,remains
27,3968,24.75,leaf,attachment/3966/3968,remains
27,3971,24.75,leaf,attachment/3966/3971,remains
28,3979,28,leaf,attachment/3977/3979,remains
28,3982,28,leaf,attachment/3977/3982,remains
29,3993,38,leaf,attachment/3988/3993,remains
29,3990,38,leaf,attachment/3988/3990,remains
30,4000,29.25,leaf,attachment/3998/4000,remains
30,4003,29.25,leaf,attachment/3998/4003,remains
31,4009,16,leaf,attachment/4009,remains
32,4016,56.5,leaf,attachment/4014/4016,remains
32,4019,56.5,leaf,attachment/4014/4019,remains
33,4027,29,leaf,attachment/4025/4027,remains
33,4030,29,leaf,attachment/4025/4030,remains
34,4036,31,leaf,attachment/4036,remains
1,3554,4.25,node,attachment/3554,NA
7,3595,16.25,node,attachment/3595,NA
8,3605,50.25,node,attachment/3605,NA
10,3623,22.25,node,attachment/3623,NA
12,3674,25,node,attachment/3674,NA
13,3685,10,node,attachment/3685,invasion
15,3702,26.25,node,attachment/3702,NA
16,3796,35.75,node,attachment/3796,NA
17,3807,5.75,node,attachment/3807,NA
19,3824,37,node,attachment/3824,NA
20,3834,44.5,node,attachment/3834,NA
25,3917,42.25,node,attachment/3917,NA
27,3966,23.25,node,attachment/3966,NA
28,3977,10,node,attachment/3977,NA
29,3988,12,node,attachment/3988,NA
30,3998,18,node,attachment/3998,NA
32,4014,32,node,attachment/4014,NA
33,4025,11,node,attachment/4025,NA
NA,NA,0,NA,attachment,NA
