TRACK_ID,ID,POSITION_T,element,pathString,event
0,2609,57.25,leaf,attachment/2609,remains
1,2617,34.25,leaf,attachment/2617,invasion
2,2632,56.25,leaf,attachment/2625/2632,remains
2,2628,56.25,leaf,attachment/2625/2628,remains
4,2657,41.5,leaf,attachment/2654/2657,remains
4,2661,40.25,leaf,attachment/2654/2661,detach
5,2668,29.25,leaf,attachment/2668,invasion
6,2675,23.25,leaf,attachment/2675,invasion
7,2683,13.5,leaf,attachment/2683,invasion
8,2691,32.25,leaf,attachment/2691,remains
9,2698,39,leaf,attachment/2698,remains
10,2706,6.75,leaf,attachment/2706,invasion
11,2721,55.5,leaf,attachment/2714/2721,remains
11,2717,55.5,leaf,attachment/2714/2717,remains
12,2785,58.75,leaf,attachment/2778/2785,remains
12,2781,47.5,leaf,attachment/2778/2781,invasion
13,2800,59.25,leaf,attachment/2793/2800,remains
13,2796,50.25,leaf,attachment/2793/2796,invasion
14,2816,23.25,leaf,attachment/2808/2816,remains
14,2811,24.25,leaf,attachment/2808/2811,invasion
15,2835,57.75,leaf,attachment/2828/2835,remains
15,2831,57.75,leaf,attachment/2828/2831,remains
16,2843,27.25,leaf,attachment/2843,invasion
17,2851,17.5,leaf,attachment/2851,remains
18,2859,19.75,leaf,attachment/2859,invasion
19,2872,54.5,leaf,attachment/2867/2872,remains
19,2876,54.5,leaf,attachment/2867/2876,remains
20,2891,58.5,leaf,attachment/2884/2891,remains
20,2887,58.5,leaf,attachment/2884/2887,remains
21,2899,25,leaf,attachment/2899,invasion
22,2914,58.5,leaf,attachment/2907/2914,remains
22,2922,58.5,leaf,attachment/2907/2922,remains
22,2910,39.5,leaf,attachment/2907/2910,invasion
22,2918,58.5,leaf,attachment/2907/2918,remains
23,2929,19.75,leaf,attachment/2929,invasion
24,2944,58.5,leaf,attachment/2937/2944,remains
24,2940,13.75,leaf,attachment/2937/2940,detach
25,2952,41.25,leaf,attachment/2952,remains
26,2963,54,leaf,attachment/2960/2963,remains
26,2967,54,leaf,attachment/2960/2967,remains
27,2978,50.5,leaf,attachment/2975/2978,remains
27,2982,50.5,leaf,attachment/2975/2982,remains
28,2990,7.25,leaf,attachment/2990,invasion
29,2998,4.75,leaf,attachment/2998,invasion
30,3006,12.75,leaf,attachment/3006,detach
31,3014,59.25,leaf,attachment/3014,remains
32,3025,44.25,leaf,attachment/3022/3025,remains
32,3029,44.25,leaf,attachment/3022/3029,remains
33,3037,18.75,leaf,attachment/3037,invasion
34,3048,43.25,leaf,attachment/3045/3048,remains
34,3052,43.25,leaf,attachment/3045/3052,remains
2,2625,15,node,attachment/2625,NA
4,2654,31.5,node,attachment/2654,NA
11,2714,38.75,node,attachment/2714,NA
12,2778,40.75,node,attachment/2778,NA
13,2793,18.25,node,attachment/2793,NA
14,2808,17,node,attachment/2808,invasion
15,2828,13.75,node,attachment/2828,NA
19,2867,18.25,node,attachment/2867,NA
20,2884,21,node,attachment/2884,NA
22,2907,19.75,node,attachment/2907,NA
24,2937,13.25,node,attachment/2937,NA
26,2960,5.75,node,attachment/2960,NA
27,2975,6,node,attachment/2975,NA
32,3022,13.75,node,attachment/3022,NA
34,3045,33,node,attachment/3045,NA
NA,NA,0,NA,attachment,NA
