TRACK_ID,ID,POSITION_T,element,pathString,event
0,2008,50,leaf,attachment/2006/2008,remains
0,2011,50,leaf,attachment/2006/2011,remains
1,2019,45.5,leaf,attachment/2017/2019,invasion
1,2022,58,leaf,attachment/2017/2022,remains
2,2032,47.25,leaf,attachment/2030/2032,remains
2,2035,47.25,leaf,attachment/2030/2035,remains
4,2056,56.5,leaf,attachment/2051/2056,remains
4,2053,56.5,leaf,attachment/2051/2053,remains
5,2068,48,leaf,attachment/2062/2068,remains
5,2071,46.75,leaf,attachment/2062/2071,remains
6,2082,59.25,leaf,attachment/2077/2082,remains
6,2079,59.25,leaf,attachment/2077/2079,remains
7,2090,55.5,leaf,attachment/2088/2090,remains
7,2093,55.5,leaf,attachment/2088/2093,remains
8,2159,49.25,leaf,attachment/2159,remains
9,2165,58.75,leaf,attachment/2165,remains
10,2176,53,leaf,attachment/2171/2176,remains
10,2173,53,leaf,attachment/2171/2173,remains
11,2184,48.25,leaf,attachment/2182/2184,remains
11,2187,48.25,leaf,attachment/2182/2187,remains
12,2195,40.75,leaf,attachment/2193/2195,detach
12,2198,49.5,leaf,attachment/2193/2198,remains
13,2211,54.25,leaf,attachment/2205/2211,remains
13,2207,54.25,leaf,attachment/2205/2207,remains
14,2219,46.25,leaf,attachment/2217/2219,remains
14,2222,46.25,leaf,attachment/2217/2222,remains
15,2229,59.25,leaf,attachment/2227/2229,remains
15,2235,59.25,leaf,attachment/2227/2235,remains
16,2242,46.5,leaf,attachment/2240/2242,remains
16,2245,45.5,leaf,attachment/2240/2245,remains
17,2256,59.25,leaf,attachment/2251/2256,remains
17,2253,59.25,leaf,attachment/2251/2253,remains
18,2305,54.5,leaf,attachment/2300/2305,remains
18,2302,54.5,leaf,attachment/2300/2302,remains
19,2312,55,leaf,attachment/2310/2312,remains
19,2315,55,leaf,attachment/2310/2315,remains
20,2336,55.5,leaf,attachment/2321/2331/2336,remains
20,2325,55.5,leaf,attachment/2321/2323/2325,remains
20,2328,55.5,leaf,attachment/2321/2323/2328,remains
20,2333,55.5,leaf,attachment/2321/2331/2333,remains
21,2354,58.5,leaf,attachment/2342/2352/2354,remains
21,2357,58.5,leaf,attachment/2342/2352/2357,remains
21,2346,58.5,leaf,attachment/2342/2344/2346,remains
21,2349,58.5,leaf,attachment/2342/2344/2349,remains
22,2364,51,leaf,attachment/2362/2364,remains
22,2367,51,leaf,attachment/2362/2367,remains
23,2378,42.25,leaf,attachment/2373/2378,remains
23,2375,42.25,leaf,attachment/2373/2375,remains
24,2388,52.5,leaf,attachment/2384/2386/2388,remains
24,2391,52.5,leaf,attachment/2384/2386/2391,remains
24,2396,52.5,leaf,attachment/2384/2394/2396,remains
24,2399,52.5,leaf,attachment/2384/2394/2399,remains
25,2409,46.25,leaf,attachment/2404/2409,remains
25,2406,46.25,leaf,attachment/2404/2406,remains
26,2414,30.5,leaf,attachment/2414,invasion
27,2484,59.25,leaf,attachment/2482/2484,remains
27,2487,46.25,leaf,attachment/2482/2487,invasion
28,2497,59,leaf,attachment/2493/2495/2497,remains
28,2500,59,leaf,attachment/2493/2495/2500,remains
28,2503,59,leaf,attachment/2493/2503,remains
29,2514,53.5,leaf,attachment/2509/2514,remains
29,2511,34.5,leaf,attachment/2509/2511,invasion
30,2532,49.5,leaf,attachment/2520/2530/2532,remains
30,2535,49.5,leaf,attachment/2520/2530/2535,remains
30,2524,49.5,leaf,attachment/2520/2522/2524,remains
30,2527,49.5,leaf,attachment/2520/2522/2527,remains
31,2546,59,leaf,attachment/2541/2546,remains
31,2543,59,leaf,attachment/2541/2543,remains
32,2554,48.25,leaf,attachment/2552/2554,remains
32,2557,48.25,leaf,attachment/2552/2557,remains
33,2576,50,leaf,attachment/2576,remains
34,2586,57.75,leaf,attachment/2581/2586,remains
34,2583,57.75,leaf,attachment/2581/2583,remains
0,2006,13.25,node,attachment/2006,NA
1,2017,14.25,node,attachment/2017,NA
2,2030,24.75,node,attachment/2030,NA
4,2051,7.5,node,attachment/2051,NA
5,2062,28.5,node,attachment/2062,NA
6,2077,20.25,node,attachment/2077,NA
7,2088,16.75,node,attachment/2088,NA
10,2171,11,node,attachment/2171,NA
11,2182,8.5,node,attachment/2182,NA
12,2193,12.25,node,attachment/2193,NA
13,2205,37,node,attachment/2205,NA
14,2217,6.25,node,attachment/2217,NA
15,2227,17.25,node,attachment/2227,NA
16,2240,18.75,node,attachment/2240,NA
17,2251,13,node,attachment/2251,NA
18,2300,11.25,node,attachment/2300,NA
19,2310,13,node,attachment/2310,NA
20,2321,9.75,node,attachment/2321,NA
20,2323,47.5,node,attachment/2321/2323,NA
20,2331,54.25,node,attachment/2321/2331,NA
21,2352,28,node,attachment/2342/2352,NA
21,2342,13,node,attachment/2342,NA
21,2344,29.75,node,attachment/2342/2344,NA
22,2362,12,node,attachment/2362,NA
23,2373,34,node,attachment/2373,NA
24,2384,16.75,node,attachment/2384,NA
24,2386,36.5,node,attachment/2384/2386,NA
24,2394,42.25,node,attachment/2384/2394,NA
25,2404,15.5,node,attachment/2404,NA
27,2482,14,node,attachment/2482,NA
28,2493,17,node,attachment/2493,NA
28,2495,41.25,node,attachment/2493/2495,NA
29,2509,18.5,node,attachment/2509,NA
30,2530,27,node,attachment/2520/2530,NA
30,2520,7.75,node,attachment/2520,NA
30,2522,35,node,attachment/2520/2522,NA
31,2541,22.75,node,attachment/2541,NA
32,2552,4.5,node,attachment/2552,NA
34,2581,18.5,node,attachment/2581,NA
NA,NA,0,NA,attachment,NA
