TRACK_ID,ID,POSITION_T,element,pathString,event
0,3336,44.75,leaf,attachment/3331/3336,remains
0,3333,44.75,leaf,attachment/3331/3333,remains
1,3346,45.75,leaf,attachment/3341/3346,remains
1,3343,45.75,leaf,attachment/3341/3343,remains
2,3352,36.25,leaf,attachment/3352,remains
4,3371,41,leaf,attachment/3369/3371,remains
4,3374,41,leaf,attachment/3369/3374,remains
5,3385,45.25,leaf,attachment/3380/3385,remains
5,3382,45.25,leaf,attachment/3380/3382,remains
6,3393,41.5,leaf,attachment/3391/3393,remains
6,3396,41.5,leaf,attachment/3391/3396,remains
7,3404,39.75,leaf,attachment/3402/3404,remains
7,3407,39.75,leaf,attachment/3402/3407,remains
8,3417,32.75,leaf,attachment/3412/3417,remains
8,3414,32.75,leaf,attachment/3412/3414,remains
9,3424,44.75,leaf,attachment/3422/3424,remains
9,3427,44.75,leaf,attachment/3422/3427,remains
10,3640,26.75,leaf,attachment/3635/3640,remains
10,3637,26.75,leaf,attachment/3635/3637,remains
11,3689,40.75,leaf,attachment/3687/3689,remains
11,3692,40.75,leaf,attachment/3687/3692,remains
12,3697,12.5,leaf,attachment/3697,invasion
13,3705,37.75,leaf,attachment/3703/3705,remains
13,3708,37.75,leaf,attachment/3703/3708,remains
14,3714,29.5,leaf,attachment/3714,remains
15,3722,45.5,leaf,attachment/3720/3722,remains
15,3725,45.5,leaf,attachment/3720/3725,remains
16,3736,38.5,leaf,attachment/3731/3736,remains
16,3733,38.5,leaf,attachment/3731/3733,remains
17,3741,36,leaf,attachment/3741,remains
18,3748,41.25,leaf,attachment/3746/3748,remains
18,3751,41.25,leaf,attachment/3746/3751,remains
19,3762,32.75,leaf,attachment/3760/3762,remains
19,3765,32.75,leaf,attachment/3760/3765,remains
20,3776,41.75,leaf,attachment/3771/3776,remains
20,3773,41.75,leaf,attachment/3771/3773,remains
21,3824,11,leaf,attachment/3824,detach
22,3832,32.75,leaf,attachment/3830/3832,remains
22,3835,32.75,leaf,attachment/3830/3835,remains
23,3843,43.5,leaf,attachment/3841/3843,remains
23,3846,43.5,leaf,attachment/3841/3846,remains
24,3851,34.5,leaf,attachment/3851,remains
25,3857,34.25,leaf,attachment/3857,remains
26,3956,36.5,leaf,attachment/3954/3956,remains
26,3959,36.5,leaf,attachment/3954/3959,remains
27,3965,41,leaf,attachment/3965,remains
28,3976,42,leaf,attachment/3971/3976,remains
28,3973,42,leaf,attachment/3971/3973,remains
29,4144,28.5,leaf,attachment/4139/4144,remains
29,4141,28.5,leaf,attachment/4139/4141,remains
30,4154,40.25,leaf,attachment/4149/4154,remains
30,4158,40.25,leaf,attachment/4149/4158,remains
31,4170,35.5,leaf,attachment/4165/4170,remains
31,4167,35.5,leaf,attachment/4165/4167,remains
32,4210,43,leaf,attachment/4205/4210,remains
32,4207,43,leaf,attachment/4205/4207,remains
33,4218,30.25,leaf,attachment/4216/4218,remains
33,4221,30.25,leaf,attachment/4216/4221,remains
34,4242,27.75,leaf,attachment/4227/4237/4242,remains
34,4231,27.75,leaf,attachment/4227/4229/4231,remains
34,4234,27.75,leaf,attachment/4227/4229/4234,remains
34,4239,27.75,leaf,attachment/4227/4237/4239,remains
0,3331,14.5,node,attachment/3331,NA
1,3341,14.75,node,attachment/3341,NA
4,3369,8.25,node,attachment/3369,NA
5,3380,27.75,node,attachment/3380,NA
6,3391,4.75,node,attachment/3391,NA
7,3402,11,node,attachment/3402,NA
8,3412,8.5,node,attachment/3412,NA
9,3422,13.5,node,attachment/3422,NA
10,3635,17.75,node,attachment/3635,NA
11,3687,15.5,node,attachment/3687,NA
13,3703,25.25,node,attachment/3703,NA
15,3720,9.25,node,attachment/3720,NA
16,3731,13,node,attachment/3731,NA
18,3746,0.5,node,attachment/3746,NA
19,3760,11.25,node,attachment/3760,NA
20,3771,14.25,node,attachment/3771,NA
22,3830,5.75,node,attachment/3830,NA
23,3841,34.25,node,attachment/3841,NA
26,3954,13.25,node,attachment/3954,NA
28,3971,20.5,node,attachment/3971,NA
29,4139,16.5,node,attachment/4139,NA
30,4149,13.75,node,attachment/4149,NA
31,4165,0.75,node,attachment/4165,NA
32,4205,11,node,attachment/4205,NA
33,4216,22,node,attachment/4216,NA
34,4227,3,node,attachment/4227,NA
34,4229,21,node,attachment/4227/4229,NA
34,4237,13.25,node,attachment/4227/4237,NA
NA,NA,0,NA,attachment,NA
